product_code,product_category,product_subcategory,description,unit_price,unit_cost,shipping_cost_per_unit,length_in,width_in,height_in,weight_lbs,cubic_ft
TEC-AC-10004557,Technology,Accessories,"Logitech Mouse, USB",29.49,25.68,4.11,4.11,2.59,1.71,0.31,0.011
TEC-AC-10004562,Technology,Accessories,"Enermax Flash Drive, Programmable",43.02,41.31,2.55,7.13,5.42,2.24,0.76,0.05
TEC-AC-10004566,Technology,Accessories,"Belkin Mouse, USB",21.22,26.56,1.86,4.81,3.13,1.74,0.37,0.015
TEC-AC-10004568,Technology,Accessories,MaxellÂ LTO Ultrium - 800 GB,22.19,22.47,0.93,7.51,4.56,3.0,0.51,0.059
TEC-AC-10004571,Technology,Accessories,"Logitech Router, Programmable",248.82,159.27,61.8,8.75,7.44,3.99,0.96,0.15
TEC-AC-10004586,Technology,Accessories,"Belkin Flash Drive, Bluetooth",20.47,25.93,0.98,6.3,4.94,3.01,1.49,0.054
TEC-AC-10004591,Technology,Accessories,"Logitech Memory Card, Bluetooth",92.94,88.82,14.49,1.8,1.22,0.14,0.02,0.0
TEC-AC-10004595,Technology,Accessories,First Data TMFD35 PIN Pad,142.8,112.81,12.39,7.55,5.57,2.81,1.49,0.068
TEC-AC-10004604,Technology,Accessories,"SanDisk Mouse, Bluetooth",22.59,37.55,1.68,4.15,2.57,1.72,0.21,0.011
TEC-AC-10004620,Technology,Accessories,"Belkin Flash Drive, USB",28.1,20.52,1.5,3.67,1.29,0.52,0.14,0.001
TEC-AC-10004626,Technology,Accessories,"Belkin Router, Erganomic",171.04,171.04,11.12,8.42,6.05,2.39,1.93,0.07
TEC-AC-10004633,Technology,Accessories,"Verbatim 25 GB 6x Blu-ray Single Layer Recordable Disc, 3/Pack",6.99,3.91,1.95,6.23,4.88,2.39,1.02,0.042
TEC-AC-10004652,Technology,Accessories,"Belkin Mouse, Erganomic",19.95,29.59,1.8,4.17,3.07,1.62,0.33,0.012
TEC-AC-10004659,Technology,Accessories,ImationÂ Secure+ Hardware Encrypted USB 2.0Â Flash Drive; 16GB,58.19,47.24,9.62,3.64,1.71,0.78,0.12,0.003
TEC-AC-10004666,Technology,Accessories,MaxellÂ iVDR EX 500GB Cartridge,275.54,157.06,58.93,6.99,4.88,3.74,1.28,0.074
TEC-AC-10004679,Technology,Accessories,"Enermax Flash Drive, Programmable",38.62,27.44,2.17,6.54,5.46,3.76,1.22,0.078
TEC-AC-10004683,Technology,Accessories,"Memorex Flash Drive, USB",17.37,17.39,2.0,3.51,1.61,0.64,0.1,0.002
TEC-AC-10004696,Technology,Accessories,"Logitech Mouse, Programmable",18.07,27.92,0.72,4.8,2.87,1.86,0.31,0.015
TEC-AC-10004704,Technology,Accessories,"SanDisk Numeric Keypad, USB",47.74,37.67,4.66,3.31,1.25,0.64,0.06,0.002
TEC-AC-10004708,Technology,Accessories,Sony 32GB Class 10 Micro SDHC R40 Memory Card,20.95,16.55,1.19,1.99,1.4,0.15,0.02,0.0
TEC-AC-10004709,Technology,Accessories,"Logitech Flash Drive, USB",14.86,21.01,1.68,3.63,1.74,0.93,0.08,0.003
TEC-AC-10004713,Technology,Accessories,"Logitech Mouse, Erganomic",14.25,14.44,1.72,4.11,3.39,1.96,0.3,0.016
TEC-AC-10004715,Technology,Accessories,"Memorex Mouse, Erganomic",6.33,10.5,0.62,4.39,3.33,1.78,0.3,0.015
TEC-AC-10004743,Technology,Accessories,"Logitech Router, USB",165.02,105.62,18.18,3.11,1.22,0.53,0.07,0.001
TEC-AC-10004752,Technology,Accessories,"Memorex Keyboard, Erganomic",36.68,24.7,5.86,17.16,6.3,1.74,2.05,0.109
TEC-AC-10004753,Technology,Accessories,"Logitech Memory Card, Erganomic",101.19,99.18,6.76,1.88,1.13,0.17,0.03,0.0
TEC-AC-10004761,Technology,Accessories,Maxell 4.7GB DVD+RW 3/Pack,12.54,10.15,2.34,6.24,4.57,2.91,0.58,0.048
TEC-AC-10004773,Technology,Accessories,"Memorex Flash Drive, Bluetooth",29.4,21.48,6.05,7.34,4.77,2.64,0.53,0.053
TEC-AC-10004791,Technology,Accessories,"Belkin Keyboard, USB",84.09,78.21,9.98,17.18,6.43,1.68,1.69,0.107
TEC-AC-10004801,Technology,Accessories,"Logitech Mouse, Programmable",20.52,12.94,1.93,4.96,2.91,1.7,0.21,0.014
TEC-AC-10004803,Technology,Accessories,Sony Micro Vault Click 4 GB USB 2.0 Flash Drive,13.94,11.99,1.84,3.78,1.44,0.64,0.08,0.002
TEC-AC-10004808,Technology,Accessories,"Memorex Router, Erganomic",244.02,170.82,17.07,8.71,6.01,2.81,1.59,0.085
TEC-AC-10004811,Technology,Accessories,"Memorex Flash Drive, USB",29.61,26.97,3.32,3.83,1.39,0.85,0.19,0.003
TEC-AC-10004812,Technology,Accessories,"SanDisk Mouse, Erganomic",9.03,16.74,1.56,4.11,3.44,1.81,0.25,0.015
TEC-AC-10004813,Technology,Accessories,"SanDisk Keyboard, Bluetooth",42.71,61.48,1.47,17.21,6.53,1.54,1.53,0.1
TEC-AC-10004814,Technology,Accessories,Logitech Illuminated Ultrathin Keyboard with Backlighting,56.99,33.62,3.5,16.66,7.58,1.27,1.65,0.093
TEC-AC-10004848,Technology,Accessories,"SanDisk Memory Card, Erganomic",99.1,100.22,10.85,1.75,1.05,0.17,0.05,0.0
TEC-AC-10004849,Technology,Accessories,"SanDisk Router, Programmable",257.85,201.15,29.36,11.0,6.92,3.54,1.99,0.156
TEC-AC-10004853,Technology,Accessories,"Logitech Memory Card, Programmable",69.92,63.64,5.06,1.63,1.05,0.16,0.04,0.0
TEC-AC-10004855,Technology,Accessories,V7 USB Numeric Keypad,27.79,32.34,3.99,3.06,1.93,0.62,0.12,0.002
TEC-AC-10004859,Technology,Accessories,"Maxell Pro 80 Minute CD-R, 10/Pack",17.48,10.49,1.72,5.78,5.54,3.01,1.63,0.056
TEC-AC-10004864,Technology,Accessories,Memorex Micro Travel Drive 32 GB,36.51,20.81,3.62,6.61,4.9,2.73,0.62,0.051
TEC-AC-10004877,Technology,Accessories,ImationÂ 30456 USBÂ Flash DriveÂ 8GB,6.9,6.35,0.47,3.87,1.92,0.78,0.05,0.003
TEC-AC-10004880,Technology,Accessories,"Logitech Keyboard, Programmable",73.95,66.57,6.43,16.26,6.7,1.59,1.56,0.1
TEC-AC-10004883,Technology,Accessories,"Enermax Keyboard, Programmable",84.96,48.45,4.28,17.88,6.61,1.67,1.89,0.114
TEC-AC-10004897,Technology,Accessories,"Logitech Keyboard, Programmable",73.95,56.22,9.93,16.99,6.27,1.13,2.44,0.07
TEC-AC-10004901,Technology,Accessories,Kensington SlimBlade Notebook Wireless Mouse with Nano Receiver ,39.79,32.79,4.52,4.88,2.96,1.6,0.2,0.013
TEC-AC-10004904,Technology,Accessories,"Enermax Mouse, Erganomic",38.1,25.17,0.99,4.01,2.59,1.87,0.3,0.011
TEC-AC-10004938,Technology,Accessories,"Belkin Mouse, Bluetooth",40.71,35.04,2.39,4.52,2.8,1.92,0.33,0.014
TEC-AC-10004939,Technology,Accessories,"Memorex Mouse, Bluetooth",18.78,17.48,2.15,4.02,2.73,1.95,0.3,0.012
TEC-AC-10004951,Technology,Accessories,"Memorex Mouse, Erganomic",17.32,11.1,1.23,4.71,3.19,1.66,0.2,0.014
TEC-AC-10004975,Technology,Accessories,"SanDisk Numeric Keypad, Erganomic",37.9,32.22,2.32,6.86,4.94,2.49,0.64,0.049
TEC-AC-10004992,Technology,Accessories,Kingston Digital DataTraveler 64GB USB 2.0,33.78,31.08,3.55,3.1,1.19,0.67,0.06,0.001
TEC-AC-10004997,Technology,Accessories,"Belkin Memory Card, Bluetooth",114.81,89.58,12.64,1.6,1.46,0.15,0.03,0.0
TEC-APP-10000135,Technology,Phones,"Apple Office Telephone, with Caller ID",65.28,61.38,4.22,8.92,7.02,4.58,1.29,0.166
TEC-APP-10000308,Technology,Phones,"Apple Smart Phone, Full Size",636.21,458.1,35.98,9.54,6.42,3.46,2.85,0.123
TEC-APP-10000530,Technology,Phones,"Apple Audio Dock, VoIP",49.39,112.85,4.07,8.78,6.93,4.35,2.08,0.153
TEC-APP-10001108,Technology,Phones,"Apple Headset, with Caller ID",73.26,62.28,8.47,9.26,6.74,3.03,2.07,0.109
TEC-APP-10001340,Technology,Phones,"Apple Headset, VoIP",73.35,63.09,5.75,9.69,6.4,4.79,2.72,0.172
TEC-APP-10001389,Technology,Phones,"Apple Audio Dock, with Caller ID",166.89,141.87,9.26,8.91,6.92,4.61,1.46,0.164
TEC-APP-10001586,Technology,Phones,"Apple Speaker Phone, VoIP",36.32,73.34,2.23,9.93,6.52,3.98,1.43,0.149
TEC-APP-10001732,Technology,Phones,"Apple Headset, Cordless",76.11,60.15,5.02,9.95,6.62,3.13,1.23,0.119
TEC-APP-10001851,Technology,Phones,"Apple Headset, Full Size",74.55,61.89,7.99,8.11,6.43,4.1,2.05,0.124
TEC-APP-10001965,Technology,Phones,"Apple Office Telephone, Full Size",66.57,37.29,5.53,8.22,7.74,3.21,2.91,0.118
TEC-APP-10002310,Technology,Phones,"Apple Office Telephone, Cordless",26.65,33.48,3.18,8.98,7.98,4.09,2.05,0.17
TEC-APP-10002321,Technology,Phones,"Apple Signal Booster, Full Size",137.94,131.07,17.43,9.6,7.99,3.95,1.18,0.175
TEC-APP-10002829,Technology,Phones,"Apple Audio Dock, Full Size",168.18,153.06,4.75,8.73,7.62,4.73,1.49,0.182
TEC-APP-10002966,Technology,Phones,"Apple Smart Phone, Full Size",637.5,459.0,88.98,9.77,6.85,3.63,1.52,0.141
TEC-APP-10003032,Technology,Phones,"Apple Audio Dock, Cordless",169.74,137.49,32.59,9.83,7.07,4.05,1.54,0.163
TEC-APP-10003588,Technology,Phones,"Apple Signal Booster, with Caller ID",54.06,123.78,6.55,9.7,6.49,3.64,1.3,0.133
TEC-APP-10004049,Technology,Phones,"Apple Speaker Phone, Cordless",37.15,97.7,12.83,9.78,7.88,4.38,2.34,0.195
TEC-APP-10004296,Technology,Phones,"Apple Speaker Phone, Full Size",49.24,70.44,2.39,9.5,6.41,3.99,1.94,0.141
TEC-APP-10004464,Technology,Phones,"Apple Signal Booster, VoIP",136.74,123.09,4.5,9.68,7.96,3.74,1.64,0.167
TEC-APP-10004469,Technology,Phones,"Apple Signal Booster, Cordless",139.5,104.64,6.84,8.38,6.83,4.23,1.33,0.14
TEC-APP-10004584,Technology,Phones,"Apple Office Telephone, VoIP",25.55,39.93,2.08,8.0,7.98,3.01,2.86,0.111
TEC-APP-10004657,Technology,Phones,"Apple Smart Phone, Cordless",636.3,496.32,48.95,8.55,7.57,4.64,1.46,0.174
TEC-APP-10004912,Technology,Phones,"Apple Speaker Phone, with Caller ID",123.3,92.49,2.58,9.55,6.69,3.8,1.1,0.14
TEC-BEL-10000485,Technology,Accessories,"Belkin Numeric Keypad, Bluetooth",57.75,32.94,10.95,7.95,5.04,3.5,0.65,0.081
TEC-BEL-10000681,Technology,Accessories,"Belkin Mouse, USB",40.92,34.8,3.65,4.77,3.04,1.73,0.35,0.015
TEC-BEL-10000696,Technology,Accessories,"Belkin Mouse, Programmable",42.21,34.62,3.54,4.75,3.45,1.67,0.33,0.016
TEC-BEL-10001189,Technology,Accessories,"Belkin Router, Erganomic",102.02,135.39,6.92,8.29,8.54,3.22,1.89,0.132
TEC-BEL-10001391,Technology,Accessories,"Belkin Numeric Keypad, USB",55.56,47.25,5.99,3.95,1.18,0.55,0.07,0.001
TEC-BEL-10001689,Technology,Accessories,"Belkin Router, Programmable",260.25,145.74,41.53,10.69,8.59,3.43,1.26,0.182
TEC-BEL-10001971,Technology,Accessories,"Belkin Flash Drive, USB",42.15,28.26,2.78,3.72,1.67,0.68,0.16,0.002
TEC-BEL-10002106,Technology,Accessories,"Belkin Memory Card, Bluetooth",114.81,89.58,20.36,1.94,1.1,0.15,0.05,0.0
TEC-BEL-10002153,Technology,Accessories,"Belkin Flash Drive, Bluetooth",11.88,25.73,2.11,7.88,5.52,3.89,1.25,0.098
TEC-BEL-10002178,Technology,Accessories,"Belkin Flash Drive, Programmable",43.44,39.12,6.27,7.89,5.43,2.06,1.05,0.051
TEC-BEL-10002207,Technology,Accessories,"Belkin Memory Card, USB",115.02,115.02,7.59,3.44,1.42,0.59,0.18,0.002
TEC-BEL-10002324,Technology,Accessories,"Belkin Keyboard, Bluetooth",83.88,62.91,0.8,16.4,6.62,1.38,2.18,0.087
TEC-BEL-10002476,Technology,Accessories,"Belkin Router, Bluetooth",258.75,248.4,16.15,10.81,8.53,2.93,1.7,0.156
TEC-BEL-10002516,Technology,Accessories,"Belkin Mouse, Bluetooth",11.51,20.48,0.81,4.42,2.89,1.51,0.34,0.011
TEC-BEL-10002678,Technology,Accessories,"Belkin Memory Card, Erganomic",33.09,55.61,3.02,1.5,1.18,0.18,0.02,0.0
TEC-BEL-10003177,Technology,Accessories,"Belkin Keyboard, Erganomic",81.69,76.8,7.83,17.4,6.71,1.28,1.54,0.086
TEC-BEL-10003311,Technology,Accessories,"Belkin Keyboard, USB",24.53,77.51,0.83,17.69,7.0,1.74,1.74,0.125
TEC-BEL-10003875,Technology,Accessories,"Belkin Memory Card, Programmable",116.31,81.42,7.98,1.63,1.09,0.12,0.05,0.0
TEC-BEL-10003896,Technology,Accessories,"Belkin Mouse, Erganomic",38.52,31.98,3.55,4.42,3.33,1.55,0.27,0.013
TEC-BEL-10003985,Technology,Accessories,"Belkin Router, USB",76.99,136.55,12.07,3.73,1.06,0.94,0.14,0.002
TEC-BEL-10004162,Technology,Accessories,"Belkin Flash Drive, Erganomic",39.75,38.58,4.11,6.27,5.15,2.73,1.02,0.051
TEC-BEL-10004386,Technology,Accessories,"Belkin Numeric Keypad, Bluetooth",22.58,39.42,3.49,6.9,5.67,2.66,0.8,0.06
TEC-BEL-10004950,Technology,Accessories,"Belkin Numeric Keypad, Erganomic",59.25,58.08,4.09,7.08,5.13,2.16,1.46,0.045
TEC-BRO-10000348,Technology,Copiers,"Brother Copy Machine, High-Speed",262.29,233.46,30.58,21.72,21.85,16.33,34.63,4.485
TEC-BRO-10000374,Technology,Copiers,"Brother Ink, Laser",147.3,147.3,7.57,20.52,21.66,18.29,49.3,4.704
TEC-BRO-10000381,Technology,Copiers,"Brother Fax and Copier, Laser",76.0,143.04,8.45,21.32,18.31,18.57,37.43,4.195
TEC-BRO-10000463,Technology,Copiers,"Brother Copy Machine, Color",263.73,150.33,29.39,20.62,20.99,19.76,55.02,4.949
TEC-BRO-10000663,Technology,Copiers,"Brother Fax and Copier, Color",76.57,146.04,2.07,23.64,18.83,18.01,57.42,4.639
TEC-BRO-10000773,Technology,Copiers,"Brother Personal Copier, High-Speed",55.84,109.47,3.21,23.92,20.66,16.04,48.02,4.587
TEC-BRO-10000917,Technology,Copiers,"Brother Fax Machine, Digital",318.18,216.39,12.19,22.04,18.69,19.42,49.94,4.629
TEC-BRO-10001293,Technology,Copiers,"Brother Personal Copier, Laser",142.89,128.61,15.12,20.75,21.95,16.67,32.61,4.394
TEC-BRO-10001568,Technology,Copiers,"Brother Wireless Fax, Digital",378.45,344.4,23.14,20.39,18.33,19.32,51.75,4.179
TEC-BRO-10001852,Technology,Copiers,"Brother Fax and Copier, Digital",75.85,163.8,9.12,22.03,21.15,15.24,48.36,4.109
TEC-BRO-10001938,Technology,Copiers,"Brother Wireless Fax, High-Speed",150.2,293.49,9.62,20.85,18.71,14.9,53.55,3.364
TEC-BRO-10002103,Technology,Copiers,"Brother Ink, Color",148.74,75.87,3.23,23.72,21.74,19.51,42.98,5.822
TEC-BRO-10002345,Technology,Copiers,"Brother Ink, Digital",146.94,110.22,9.48,20.44,18.76,14.44,49.27,3.204
TEC-BRO-10002579,Technology,Copiers,"Brother Copy Machine, Laser",104.17,258.72,2.85,21.75,19.35,16.09,43.25,3.919
TEC-BRO-10003380,Technology,Copiers,"Brother Copy Machine, Color",260.49,229.26,5.61,21.74,21.26,15.21,36.94,4.068
TEC-BRO-10003401,Technology,Copiers,"Brother Fax and Copier, High-Speed",189.69,151.77,13.85,23.73,20.64,14.08,44.36,3.991
TEC-BRO-10003555,Technology,Copiers,"Brother Ink, High-Speed",42.95,136.07,2.43,23.57,18.59,17.88,52.58,4.534
TEC-BRO-10003876,Technology,Copiers,"Brother Fax Machine, Laser",318.54,187.95,39.32,21.11,21.76,15.46,34.5,4.11
TEC-BRO-10003986,Technology,Copiers,"Brother Personal Copier, Color",144.33,99.6,8.45,22.93,20.06,18.75,32.15,4.991
TEC-BRO-10004178,Technology,Copiers,"Brother Wireless Fax, Laser",378.81,238.68,24.52,23.23,20.68,16.27,46.37,4.523
TEC-BRO-10004184,Technology,Copiers,"Brother Wireless Fax, Color",151.5,299.82,13.43,20.91,19.89,19.53,33.73,4.701
TEC-BRO-10004328,Technology,Copiers,"Brother Fax Machine, Color",319.98,176.01,25.11,21.19,21.14,19.49,52.48,5.052
TEC-BRO-10004802,Technology,Copiers,"Brother Fax Machine, High-Speed",316.74,247.08,38.82,23.79,18.26,15.1,33.05,3.796
TEC-CAN-10000030,Technology,Copiers,"Canon Fax Machine, Laser",94.82,285.86,8.07,21.14,18.78,15.88,30.93,3.648
TEC-CAN-10000932,Technology,Copiers,"Canon Fax Machine, Color",319.83,239.88,71.55,23.67,21.43,14.13,34.81,4.148
TEC-CAN-10001256,Technology,Copiers,"Canon Wireless Fax, High-Speed",150.14,278.28,10.02,21.89,21.16,16.9,54.38,4.53
TEC-CAN-10001376,Technology,Copiers,"Canon Fax and Copier, High-Speed",189.54,176.28,36.84,22.44,18.67,16.58,44.25,4.02
TEC-CAN-10001378,Technology,Copiers,"Canon Personal Copier, High-Speed",140.94,102.9,2.12,20.91,20.41,19.09,52.8,4.715
TEC-CAN-10001437,Technology,Copiers,"Canon Wireless Fax, Laser",378.66,193.14,38.86,21.06,18.45,15.31,57.99,3.443
TEC-CAN-10001571,Technology,Copiers,"Canon Personal Copier, Laser",142.74,78.51,16.72,23.57,21.49,19.49,30.82,5.713
TEC-CAN-10001789,Technology,Copiers,"Canon Copy Machine, Digital",261.78,233.01,8.92,20.81,19.81,16.58,49.25,3.955
TEC-CAN-10001853,Technology,Copiers,"Canon Fax Machine, High-Speed",316.59,278.61,22.66,23.07,19.08,15.65,37.72,3.987
TEC-CAN-10001981,Technology,Copiers,"Canon Ink, High-Speed",145.35,98.85,17.28,23.27,20.01,15.05,51.05,4.055
TEC-CAN-10002337,Technology,Copiers,"Canon Ink, Color",148.59,120.36,9.57,22.92,19.27,16.1,55.41,4.115
TEC-CAN-10002363,Technology,Copiers,"Canon Fax Machine, Digital",318.03,244.89,14.51,22.29,18.11,17.89,48.1,4.179
TEC-CAN-10002802,Technology,Copiers,"Canon Personal Copier, Digital",142.38,135.27,12.15,23.56,20.27,19.8,59.86,5.472
TEC-CAN-10002843,Technology,Copiers,"Canon Ink, Digital",146.79,130.65,12.52,21.94,20.04,14.77,43.1,3.758
TEC-CAN-10002879,Technology,Copiers,"Canon Copy Machine, High-Speed",260.34,213.48,15.42,22.45,21.81,18.24,49.59,5.168
TEC-CAN-10003392,Technology,Copiers,"Canon Copy Machine, Color",263.58,197.7,41.15,20.3,18.17,18.38,58.2,3.923
TEC-CAN-10004166,Technology,Copiers,"Canon Personal Copier, Color",144.18,136.98,3.22,23.91,20.53,16.64,41.02,4.727
TEC-CAN-10004214,Technology,Copiers,"Canon Fax and Copier, Color",192.78,146.52,30.39,20.55,19.47,15.7,55.33,3.635
TEC-CAN-10004291,Technology,Copiers,"Canon Wireless Fax, Digital",378.3,211.86,25.67,23.39,20.17,19.38,39.27,5.291
TEC-CAN-10004354,Technology,Copiers,"Canon Ink, Laser",58.26,77.4,23.7,23.56,19.38,19.62,43.71,5.184
TEC-CAN-10004556,Technology,Copiers,"Canon Fax and Copier, Laser",56.7,100.73,7.68,20.49,20.86,18.9,44.93,4.675
TEC-CAN-10004697,Technology,Copiers,"Canon Fax and Copier, Digital",75.79,169.38,4.77,23.16,19.38,16.43,51.58,4.268
TEC-CAN-10004839,Technology,Copiers,"Canon Wireless Fax, Color",113.33,356.6,16.68,22.98,20.65,17.82,49.21,4.894
TEC-CAN-10004913,Technology,Copiers,"Canon Copy Machine, Laser",262.14,238.56,34.58,22.77,18.1,16.49,39.29,3.933
TEC-CIS-10000351,Technology,Phones,"Cisco Signal Booster, Cordless",154.68,145.41,37.8,8.93,7.08,4.97,1.35,0.182
TEC-CIS-10000436,Technology,Phones,"Cisco Speaker Phone, with Caller ID",138.48,132.96,10.08,9.69,7.58,4.97,2.7,0.211
TEC-CIS-10000758,Technology,Phones,"Cisco Smart Phone, Full Size",652.68,483.0,52.38,9.83,7.74,3.57,2.07,0.157
TEC-CIS-10000791,Technology,Phones,"Cisco Audio Dock, Full Size",183.36,155.88,10.67,8.44,7.15,4.23,1.48,0.148
TEC-CIS-10001122,Technology,Phones,"Cisco Speaker Phone, VoIP",138.57,92.85,12.12,9.12,6.42,3.28,1.77,0.111
TEC-CIS-10001661,Technology,Phones,"Cisco Signal Booster, VoIP",136.63,142.73,22.91,8.49,7.13,4.67,1.62,0.164
TEC-CIS-10001717,Technology,Phones,"Cisco Smart Phone, with Caller ID",654.24,366.39,208.1,8.51,6.19,4.28,2.39,0.13
TEC-CIS-10001767,Technology,Phones,"Cisco Office Telephone, Cordless",83.31,65.82,24.56,8.68,6.35,4.88,1.04,0.156
TEC-CIS-10001877,Technology,Phones,"Cisco Office Telephone, with Caller ID",80.46,70.02,5.74,9.34,6.9,4.05,1.93,0.151
TEC-CIS-10001938,Technology,Phones,"Cisco Audio Dock, VoIP",182.16,111.12,10.27,9.75,6.93,4.29,1.8,0.168
TEC-CIS-10002153,Technology,Phones,"Cisco Audio Dock, Cordless",184.92,160.89,29.36,8.38,6.65,4.98,1.43,0.161
TEC-CIS-10002259,Technology,Phones,"Cisco Smart Phone, Cordless",194.74,390.2,39.95,8.45,7.24,4.87,1.39,0.172
TEC-CIS-10002344,Technology,Phones,"Cisco Smart Phone, Full Size",651.39,508.11,117.37,9.0,7.64,4.66,2.18,0.185
TEC-CIS-10002544,Technology,Phones,"Cisco Headset, Full Size",89.73,59.25,17.88,8.81,6.11,4.46,1.26,0.139
TEC-CIS-10002565,Technology,Phones,"Cisco Speaker Phone, Full Size",41.23,91.55,11.65,8.3,7.37,4.24,1.78,0.15
TEC-CIS-10002598,Technology,Phones,"Cisco Audio Dock, with Caller ID",182.07,142.02,14.33,8.13,6.62,3.86,2.84,0.12
TEC-CIS-10002814,Technology,Phones,"Cisco Headset, Cordless",35.92,82.5,2.43,9.98,6.71,4.95,2.42,0.192
TEC-CIS-10002986,Technology,Phones,"Cisco Speaker Phone, Cordless",141.33,127.2,12.58,8.4,6.59,4.13,2.09,0.132
TEC-CIS-10003017,Technology,Phones,"Cisco Signal Booster, with Caller ID",151.83,113.88,41.85,8.33,7.71,4.66,1.56,0.173
TEC-CIS-10003103,Technology,Phones,"Cisco Office Telephone, VoIP",80.55,47.55,4.51,8.14,6.39,3.93,2.75,0.118
TEC-CIS-10003439,Technology,Phones,"Cisco Headset, VoIP",88.53,84.99,6.3,9.14,6.62,4.94,2.48,0.173
TEC-CIS-10003501,Technology,Phones,"Cisco Signal Booster, Full Size",60.65,147.93,3.74,8.39,6.43,4.57,1.43,0.143
TEC-CIS-10003676,Technology,Phones,"Cisco Headset, with Caller ID",88.44,53.07,9.29,8.62,6.43,4.79,1.5,0.154
TEC-CIS-10004967,Technology,Phones,"Cisco Office Telephone, Full Size",81.75,66.24,2.97,9.23,7.61,4.14,2.8,0.168
TEC-CO-10000011,Technology,Copiers,"HP Personal Copier, High-Speed",122.49,90.66,15.99,20.44,20.9,16.73,39.09,4.136
TEC-CO-10000013,Technology,Copiers,"Brother Fax Machine, Laser",318.54,187.95,14.61,20.06,18.54,14.54,45.37,3.129
TEC-CO-10000043,Technology,Copiers,"Brother Fax Machine, Laser",211.93,191.14,37.16,22.2,21.33,17.59,48.59,4.82
TEC-CO-10000051,Technology,Copiers,"Sharp Wireless Fax, Color",237.76,128.66,14.89,23.37,19.96,18.8,33.15,5.075
TEC-CO-10000070,Technology,Copiers,"Hewlett Copy Machine, High-Speed",263.67,197.76,18.64,23.18,21.02,19.36,58.53,5.459
TEC-CO-10000082,Technology,Copiers,"Canon Fax and Copier, Digital",190.98,169.98,4.75,20.07,19.64,17.94,50.04,4.092
TEC-CO-10000119,Technology,Copiers,"HP Fax Machine, Color",301.38,301.38,11.05,22.83,20.11,15.26,59.18,4.054
TEC-CO-10000129,Technology,Copiers,"Brother Fax and Copier, Color",192.93,150.51,30.82,23.45,20.35,17.0,37.58,4.695
TEC-CO-10000135,Technology,Copiers,"HP Wireless Fax, High-Speed",238.46,227.0,1.21,20.79,21.7,18.1,44.0,4.726
TEC-CO-10000137,Technology,Copiers,"Canon Wireless Fax, Color",252.89,192.6,16.28,20.8,19.39,14.16,51.18,3.305
TEC-CO-10000172,Technology,Copiers,"Hewlett Ink, Digital",133.39,88.91,9.39,21.21,19.72,17.55,41.89,4.248
TEC-CO-10000178,Technology,Copiers,"Hewlett Ink, Laser",148.68,130.86,8.84,21.63,18.16,17.54,42.22,3.987
TEC-CO-10000208,Technology,Copiers,"Brother Wireless Fax, Color",380.25,380.25,104.19,23.53,21.75,19.9,30.78,5.894
TEC-CO-10000222,Technology,Copiers,"Sharp Fax and Copier, Color",67.39,78.96,4.9,23.48,21.04,19.08,55.04,5.455
TEC-CO-10000228,Technology,Copiers,"Hewlett Personal Copier, Laser",144.27,135.63,13.67,21.31,19.05,16.29,40.53,3.827
TEC-CO-10000243,Technology,Copiers,"Canon Fax and Copier, Digital",114.19,95.09,7.71,22.93,18.1,18.79,34.51,4.513
TEC-CO-10000259,Technology,Copiers,"Hewlett Ink, Color",97.23,142.27,6.6,22.38,20.45,19.81,41.87,5.247
TEC-CO-10000262,Technology,Copiers,"Brother Ink, Laser",98.0,81.52,25.29,23.56,21.75,15.65,55.51,4.641
TEC-CO-10000263,Technology,Copiers,"Hewlett Fax Machine, Digital",271.48,172.44,31.74,23.06,18.23,17.11,51.18,4.162
TEC-CO-10000266,Technology,Copiers,"Canon Copy Machine, Color",175.37,100.18,9.07,21.8,21.26,15.82,31.72,4.243
TEC-CO-10000269,Technology,Copiers,"HP Ink, Laser",115.73,119.6,0.89,21.98,18.25,18.9,31.09,4.387
TEC-CO-10000270,Technology,Copiers,"Hewlett Fax Machine, High-Speed",270.25,286.17,20.12,23.26,19.32,18.02,56.03,4.686
TEC-CO-10000279,Technology,Copiers,"Hewlett Personal Copier, High-Speed",142.47,98.31,20.33,22.96,20.28,18.57,52.01,5.004
TEC-CO-10000296,Technology,Copiers,"Canon Fax and Copier, Digital",127.06,78.94,15.16,23.53,20.48,18.26,38.89,5.092
TEC-CO-10000338,Technology,Copiers,"Hewlett Fax and Copier, High-Speed",191.07,145.23,13.54,22.74,18.45,16.14,58.83,3.919
TEC-CO-10000344,Technology,Copiers,"Hewlett Copy Machine, Color",174.23,136.18,14.75,20.5,18.86,18.86,41.28,4.22
TEC-CO-10000372,Technology,Copiers,"Brother Ink, High-Speed",96.8,87.3,2.39,22.49,18.81,17.15,30.71,4.199
TEC-CO-10000387,Technology,Copiers,"Hewlett Fax Machine, Color",213.81,182.12,34.21,22.3,20.21,19.5,34.59,5.086
TEC-CO-10000388,Technology,Copiers,"Canon Fax Machine, Color",127.1,212.82,3.28,23.01,18.77,19.92,43.91,4.979
TEC-CO-10000395,Technology,Copiers,"Hewlett Fax Machine, Laser",212.85,106.64,13.96,23.72,20.92,17.57,32.54,5.046
TEC-CO-10000405,Technology,Copiers,"Canon Fax Machine, Digital",318.03,244.89,49.78,20.01,20.51,15.45,47.63,3.669
